so2Grade,khaiValue,so2Value,coValue,pm10Value,o3Grade,khaiGrade,no2Grade,dataTime,coGrade,no2Value,pm10Grade,o3Value
1,59,0.002,0.2,14,2,2,1,2024-04-23 11:00,1,0.006,1,0.041
1,58,0.002,0.2,27,2,2,1,2024-04-23 10:00,1,0.008,1,0.039
1,53,0.002,0.2,18,2,2,1,2024-04-23 09:00,1,0.013,1,0.034
1,55,0.002,0.2,11,2,2,1,2024-04-23 08:00,1,0.012,1,0.036
1,50,0.002,0.2,14,1,1,1,2024-04-23 07:00,1,0.016,1,0.030
1,55,0.001,0.2,10,2,2,1,2024-04-23 06:00,1,0.011,1,0.036
1,60,0.001,0.2,14,2,2,1,2024-04-23 05:00,1,0.005,1,0.042
1,62,0.001,0.2,11,2,2,1,2024-04-23 04:00,1,0.003,1,0.044
1,62,0.001,0.2,12,2,2,1,2024-04-23 03:00,1,0.002,1,0.044
1,62,0.002,0.2,15,2,2,1,2024-04-23 02:00,1,0.003,1,0.044
1,60,0.002,0.2,14,2,2,1,2024-04-23 01:00,1,0.003,1,0.042
1,59,0.002,0.2,20,2,2,1,2024-04-22 24:00,1,0.003,1,0.041
1,58,0.002,0.2,9,2,2,1,2024-04-22 23:00,1,0.005,1,0.040
1,59,0.002,0.2,24,2,2,1,2024-04-22 22:00,1,0.005,1,0.041
1,58,0.002,0.2,24,2,2,1,2024-04-22 21:00,1,0.007,1,0.040
1,55,0.002,0.3,24,2,2,1,2024-04-22 20:00,1,0.012,1,0.036
1,57,0.002,0.2,25,2,2,1,2024-04-22 19:00,1,0.012,1,0.038
1,62,0.002,0.2,21,2,2,1,2024-04-22 18:00,1,0.006,1,0.044
1,64,0.002,0.2,22,2,2,1,2024-04-22 17:00,1,0.004,1,0.047
1,63,0.002,0.2,21,2,2,1,2024-04-22 16:00,1,0.005,1,0.046
1,63,0.002,0.2,24,2,2,1,2024-04-22 15:00,1,0.004,1,0.046
1,61,0.002,0.2,23,2,2,1,2024-04-22 14:00,1,0.005,1,0.043
